service_name,escalation_policies,teams,integrations,last_incident_timestamp
TmgoAuthoring,Scaling Sandbox Escalation,Scaling Sandbox,"[""Email""]",2017-12-30T13:41:01-08:00
tmhub.io: Route53 HealthCheckStatus,devXtools,devXtools,"[""PROD TMHUB""]",2018-03-26T14:27:42-07:00
TMNE-After Hours Call Routing Service,TMNE-Escalation Policy,TM Network Engineering,"[""Live Call Routing""]",2019-10-27T18:37:58-07:00
TMNE-ASH-Opnet-NA,TMNE-Monitoring Policy,TM Network Engineering,"[""Email""]",2018-05-17T17:56:35-07:00
TMNE-ASH-Solarwinds-NA,TMNE-Monitoring Policy,TM Network Engineering,"[""Email""]",2015-03-12T08:26:54-07:00
TMNE-DC-Alerts,TMNE-Monitoring Policy,TM Network Engineering,"[""Email"", ""API""]",2019-10-29T10:59:32-07:00
TMNE-Escalation Service,TMNE-Escalation Policy,TM Network Engineering,"[""Email""]",2019-10-23T05:46:46-07:00
TMNE-PHX-Opnet-NA,TMNE-Monitoring Policy,TM Network Engineering,"[""Email""]",2019-10-17T03:06:16-07:00
TMNE-Prometheus,TMNE-Monitoring Policy,TM Network Engineering,"[""Prometheus""]",2019-10-26T08:12:11-07:00
TMNE-Solarwinds,TMNE-Monitoring Policy,TM Network Engineering,"[""Email"", ""API"", ""API-2""]",2019-10-30T13:21:27-07:00
TMNE-Solarwinds-NA-SLA,TMNE-Monitoring Policy,TM Network Engineering,"[""Email""]",2016-06-20T20:51:48-07:00
TMNT AWS EU NEMS Hi-priority,TMNT Escalation,TMNT,"[""Amazon Cloudwatch""]",2019-09-11T20:17:22-07:00
TMNT AWS EU NEMS Lo-priority,TMNT Escalation,TMNT,"[""Amazon Cloudwatch""]",2019-10-30T08:23:37-07:00
TMNT AWS NEMS Hi-priority,TMNT Escalation,TMNT,"[""Amazon Cloudwatch""]",2019-10-14T21:43:26-07:00
TMNT AWS NEMS Lo-priority,TMNT Escalation,TMNT,"[""Amazon Cloudwatch""]",2019-10-29T07:19:57-07:00
TMNT AWS NEMS Monitoring,TMNT Escalation,TMNT,"[""Amazon Cloudwatch""]",2019-10-30T02:52:55-07:00
TMNT AWS PC Monitoring,TMNT Escalation,TMNT,"[""Amazon CloudWatch""]",2019-10-28T11:57:32-07:00
TMNT AWS Purchase Confirmation Hi-priority,TMNT Escalation,TMNT,"[""Amazon Cloudwatch""]",2019-10-06T11:15:44-07:00
TMNT AWS Purchase Confirmation Lo-priority,TMNT Escalation,TMNT,"[""Amazon Cloudwatch""]",2019-10-09T10:15:17-07:00
TMNT Lo Priority,TMNT Escalation,TMNT,"[""Amazon Cloudwatch"", ""Email""]",2019-10-30T10:53:13-07:00
TMNT NEMS Failover,TMNT Escalation,TMNT,"[""Amazon CloudWatch""]",
TMNT Oncall Escalation,TMNT Escalation,TMNT,"[""Email"", ""TMNT Slack intergration for #ntf-operations"", ""Rigor""]",2019-10-28T11:50:07-07:00
TMNT URSA-Click-Parser,TMNT Escalation,TMNT,"[""Amazon Cloudwatch""]",2018-03-20T08:09:17-07:00
TMNTR-Tracker_LoPriority,TMNT Escalation,TMNT,"[""Amazon Cloudwatch""]",2019-09-19T06:35:31-07:00
TMOL CCP,CCP Escalation Policy,CCP EDP,"[""New Relic""]",2019-08-01T15:10:12-07:00
TMOL DevOps Alerts,TMOL DevOps Escalation Policy,"TMOL DevOps (Grep, FXP, TMOLER)","[""Email""]",2019-10-28T15:13:06-07:00
TMOL Prometheus Test,TMOL Prometheus Test,"TMOL DevOps (Grep, FXP, TMOLER)","[""Prometheus Alert Manager""]",2019-10-09T10:50:18-07:00
TMOL Prometheus Test: Slack PD,TMOL Prometheus Test,"TMOL DevOps (Grep, FXP, TMOLER)","[""Slack to PagerDuty""]",
TMOL Test Service,INTLDESK Test Esc for Test servie,INTLDESK,"[""Prometheus"", ""Email""]",2019-06-13T07:15:53-07:00
TMOL UK,IOPSCPT - Escalation Policy,IOPSCPT,"[""Email"", ""Prometheus-TMOLUK-IOPSCPT""]",2018-12-12T03:29:00-08:00
TMOL: Privacy Portal Integration,INTLDESK Escalation for PP,INTLDESK,"[""API""]",2019-10-18T21:03:56-07:00
TMOL: UK and IE,INTLDESK Escalation for TMOL,INTLDESK,"[""Prometheus"", ""INTLDESK TMOL""]",2019-10-25T01:10:34-07:00
TMOLER OnCall,TMOLER Escalation Policy,"TMOL DevOps (Grep, FXP, TMOLER)","[""Email""]",2019-10-23T05:09:50-07:00
TMPlus Precommit and Commit Errors,TM+ Precommit and Commit Errors,,"[""Email""]",2019-10-05T14:35:44-07:00
TMPS-Critical,TMPS-Critical,TMPS-OnCall,"[""Email"", ""Live Call Routing""]",2019-09-08T18:56:53-07:00
TMPS-Oncall,TMPS-OnCall,TMPS-OnCall,"[""Email""]",2019-10-14T20:51:25-07:00
TMR - Broker Tools Escalation,TMRS - Broker Tools Escalation,TMRS - Broker Tools,"[""Email""]",2019-08-31T09:33:39-07:00
TMR AVD Support,TMR AVD Support,TMR AVD Support,"[""Email""]",2019-10-30T14:23:57-07:00
TMR Broker Tier 1 Support,TMR Broker Tier 1 Support,TMR Broker Tier 1 Support,"[""Email""]",
TMR Broker Tier 2 Support,TMR Broker Tier 2 Support,TMR Broker Tier 2 Support,"[""Email""]",2019-10-18T17:35:14-07:00
TMR Fan Experience Escalation,TMR Fan Experience Escalation,TMR-TNOW,"[""Email""]",2019-10-27T07:27:12-07:00
TMR-eiWeb,TMR-eiWeb,TMR-eiWeb,"[""Email""]",2015-04-30T07:25:29-07:00
TMR-OD Email Service,TMR-OD Primary Escalation,TMR-OD,"[""Email"", ""PagerDuty Integration""]",2019-08-15T16:41:49-07:00
TMR-RI - Low Priority Alerts,TMR-RI Only Nick and Charlie,TMR-RI,"[""TMR-RI-Cloudwatch""]",2019-10-03T09:18:57-07:00
TMR-RI - Nick Only,TMR-RI Only Nick and Charlie,TMR-RI,"[""REST Api"", ""AWS Cloudwatch"", ""Email""]",2019-10-29T17:07:30-07:00
TMR-RI Escalation Service,TMR-RI Escalation,TMR-RI,"[""Email"", ""REST Api"", ""Prometheus""]",2019-10-28T18:28:58-07:00
TMR-RI-TestService,TMR-RI-TestEscalation,,"[""API""]",
TMR-Supply : Service,TMR-Supply : Policy,TMR-Supply,"[""Email"", ""Rest API""]",2019-10-30T14:45:23-07:00
TMR-TicketShare Escalation,TMR-TicketShare Escalation,TMR-TicketShare,"[""Email""]",2016-11-03T07:29:14-07:00
TMR-WebService Escalation,TMR-WebServices Escalation,TMR-WebServices,"[""Email""]",2016-12-24T11:09:17-08:00
TMRS - TDPOS Service,TMR-TDPOS Escalation,TMRS - TDPOS,"[""TMR-TDPOS"", ""Slack2TMRS_TDPOS""]",2019-10-18T18:25:43-07:00
TMRSYS Email Service,TMRSYS Escalation Policy,TMR-SYS,"[""Email"", ""PRTG""]",2019-10-24T10:16:18-07:00
TMS-Sports-PRM,IORE - SPORTS,International Operations and Reliability Engineering - SPORTS,"[""API""]",2019-10-30T12:15:53-07:00
Tracking Service,CCP Discovery Policy,CCP Discovery,"[""Amazon CloudWatch""]",
Transfer Service,TM Post-Purchase Escalation Policy,TM Post-Purchase,"[""Email""]",2018-12-23T09:33:09-08:00
TSAPI_SPLUNK,TSAPI-PROD,TSAPI,"[""Email""]",
TSDB,Techops-Infra-Oncall,Techops Infrastructure,"[""Email"", ""Prometheus AlertManager""]",2017-03-29T17:08:33-07:00
TSPS,TS Product Support escalations,TS Product Support,"[""CSD Email""]",2019-10-30T08:20:04-07:00
TWB AWS Prod Notify Service,TicketWeb AWS Non-Prod Escalations,TicketWeb,"[""Amazon Cloudwatch  - Prod""]",2019-10-08T10:38:11-07:00
UkProdDBA- AWS RDS Alerts,ProdDBA Escalation Policy,ProdDBA,"[""Amazon Cloudwatch""]",2018-10-09T04:21:33-07:00
URSA General,URSA General,Recommendations,"[""Prometheus""]",2019-10-29T14:29:15-07:00
User Splunk Alerts,Accounts API Escalation Policy,Accounts API,"[""Email"", ""User-Service-Prometheus-Alerts""]",2019-09-06T22:35:40-07:00
User Zabbix Alerts,Accounts API Escalation Policy,Accounts API,"[""Email""]",2018-12-27T19:23:38-08:00
USP Escalation,CCS Team Escalation Policy,CCS Team,"[""API""]",2019-03-05T12:53:39-08:00
UWD RIGOR,UWD and Entitlements Escalation Policy,ENTITLEMENTS,"[""Email""]",2018-02-21T15:29:05-08:00
UWD Splunk Alert,UWD and Entitlements Escalation Policy,ENTITLEMENTS,"[""Email""]",2019-07-15T10:01:56-07:00
UWD TOC Escalation Service,UWD and Entitlements Escalation Policy,ENTITLEMENTS,"[""Email""]",2018-12-07T09:49:11-08:00
UWD Zabbix Alerts,UWD and Entitlements Escalation Policy,ENTITLEMENTS,"[""Email""]",2019-01-08T13:47:47-08:00
Venue Layout,TM1 Events,TM1 Events - EventBase - authoring,"[""Email"", ""aws-fluent"", ""Cloudwatch""]",2019-03-27T10:46:44-07:00
Verified Fan Support,Verified Fan Escalation,Verified Fan Support,"[""Email""]",
Verify Notification,COMMVAM Verify Policy,,"[""API""]",2018-02-12T15:06:17-08:00
VF Firechief,Titan Escalation,Verified Fan,"[""API""]",
Watchdog Escalation,CCS Team Escalation Policy,CCS Team,"[""Email"", ""Amazon Cloudwatch""]",
WhaleShark Order Bridge v2,CCS Team Escalation Policy,CCS Team,"[""Email""]",2018-10-16T20:48:00-07:00
Winops-Nimbus-tmpro,IORE - SPORTS,International Operations and Reliability Engineering - SPORTS,"[""Email""]",2018-06-14T09:27:16-07:00
Winops-Nimbus-Tournaments,IORE - SPORTS,International Operations and Reliability Engineering - SPORTS,"[""Email""]",2017-07-15T13:59:24-07:00
WINSYS US - Active Directory,WINSYS US Escalation Policy,WINSYS US,"[""Prometheus"", ""AD - APIv2""]",2019-10-25T13:26:04-07:00
WINSYS US - DFS,WINSYS US Escalation Policy,WINSYS US,"[""Prometheus"", ""DFS - APIv2""]",2019-10-22T16:35:56-07:00
WINSYS US - Hyper-V Platform,WINSYS US Escalation Policy,WINSYS US,"[""Prometheus"", ""Hyper-V - APIv2""]",2019-10-29T08:29:00-07:00
WINSYS US - Legacy,WINSYS US Escalation Policy,WINSYS US,"[""Prometheus"", ""Legacy - APIv2""]",2019-10-08T15:21:30-07:00
WINSYS US - NetApp Storage,WINSYS US Escalation Policy,WINSYS US,"[""Prometheus""]",2019-05-30T03:22:22-07:00
WINSYS US - Patching,WINSYS US Escalation Policy,WINSYS US,"[""Prometheus"", ""Patching - APIv2""]",2019-06-17T20:33:18-07:00
WINSYS US - Prometheus,WINSYS US Escalation Policy,WINSYS US,"[""Prometheus"", ""Prometheus - APIv2""]",2019-10-10T16:01:31-07:00
WINSYS US - RDS,WINSYS US Escalation Policy,WINSYS US,"[""Prometheus"", ""Email"", ""RDS - APIv2""]",2019-10-30T07:53:48-07:00
WINSYS US - SSH Jumpboxes,WINSYS US Escalation Policy,WINSYS US,"[""Prometheus"", ""SSH_Jumpboxes - APIv2""]",2019-10-25T16:51:33-07:00
WINSYS US Service - API 1,WINSYS US Escalation Policy,WINSYS US,"[""Generic API"", ""Prometheus""]",2019-10-29T21:50:56-07:00
WINSYS US Service - AWSCloudWatch,WINSYS US Escalation Policy,WINSYS US,"[""Amazon CloudWatch""]",2019-07-23T07:22:42-07:00
WINSYS US Service - Email,WINSYS US Escalation Policy,WINSYS US,"[""Email""]",2019-06-08T18:47:33-07:00
WINSYS US Service - General 1,WINSYS US Escalation Policy,WINSYS US,"[""Email""]",2019-07-01T04:36:53-07:00
WINSYS US Service - Testing,WinSYS US Escalation Policy - Testing - KCurran,WINSYS US,"[""Amazon Cloudwatch"", ""Prometheus"", ""Wineng - APIv2 Test""]",2019-06-04T08:46:21-07:00
WOI_AWS_AD,IORE - LNRSL,International Operations and Reliability Engineering - LNRSL,"[""AD_API"", ""Amazon Cloudwatch""]",2019-03-15T06:04:09-07:00
WOI_AWS_AD_low,IORE - LNRSL,International Operations and Reliability Engineering - LNRSL,"[""API"", ""Amazon Cloudwatch""]",2019-10-28T17:50:46-07:00
WPS Escalation,CCS Team Escalation Policy,CCS Team,"[""Email"", ""USP""]",2016-06-11T12:26:56-07:00
Zabbix Database,devXtools,devXtools,"[""API""]",2018-11-27T00:08:05-08:00
